116.0395000,39.7135000,0.00375,36,2012-11-30 14:14:15
116.0395000,39.7185000,0.00375,9,2012-11-30 14:14:15
116.0395000,39.7235000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7285000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7335000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7385000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7435000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7485000,0.00375,2,2012-11-30 14:14:15
116.0395000,39.7535000,0.00375,10,2012-11-30 14:14:15
116.0395000,39.7585000,0.00375,2,2012-11-30 14:14:15
116.0395000,39.7635000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7685000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7735000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7785000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7835000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7885000,0.00375,72,2012-11-30 14:14:15
116.0395000,39.7935000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.7985000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8035000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8085000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8135000,0.00375,113,2012-11-30 14:14:15
116.0395000,39.8185000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8235000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8285000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8335000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8385000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8435000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8485000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8535000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8585000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8635000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8685000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8735000,0.00375,6,2012-11-30 14:14:15
116.0395000,39.8785000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8835000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8885000,0.00375,0,2012-11-30 14:14:15
116.0395000,39.8935000,0.00375,0,2012-11-30 14:14:15
