安定门西,39.959115,116.40795200000002
安各庄,40.341187,116.70458000000008
安固北口,40.124633,117.16821600000003
安河桥,40.008533,116.27101199999993
安慧桥北,39.993245,116.40756499999998
安利隆,40.203291,116.926739
安宁庄北路,40.0488,116.32079999999996
安宁庄东路北口,40.050757,116.32336899999996
安贞医院,39.97362700000001,116.40205300000002
奥林匹克花园东门,39.964202,116.54718500000001
八宝山,39.907438,116.23571800000002
八大处,39.953838,116.18719499999997
八角路东口,39.913799,116.20257100000003
八角西街北口,39.91793699999999,116.19851800000004
八里庄北里,39.928204,116.49781899999994
八里庄南里,39.922953,116.49875799999995
八亩地,40.521798,116.67102399999999
八王坟北,39.91083,116.47783700000002
坝房子,39.921969,116.12571400000002
白堆子口西,39.923871,116.32577900000001
白坊,40.073728,116.43519300000003
白家楼桥东,39.923796,116.55440699999997
白家疃西口,40.044604,116.180343
白纸坊桥南,39.876517,116.34904499999993
百善北口,40.170011,116.32620410000004
百子湾桥东,39.900713,116.49146799999994
半壁店中学,39.6313059,116.39622729999996
宝盛西里,40.035421,116.36541899999997
保福寺桥西,39.985653,116.33030600000006
保健路北口,39.730366,116.12815799999998
保罗生物园,39.84128,116.77308900000003
保兴庄,39.592026,116.11336000000006
报子胡同,39.926871,116.36651000000006
鲍家庄,40.072295,117.07863199999997
暴峪泉,40.236052,116.46880399999998
北兵马司,39.936506,116.40869399999997
北辰东路,39.9982482,116.40079349999996
北辰西路北口,39.9932755,116.38712859999998
北大地,39.857055,116.28270399999997
北店嘉园,40.082845,116.33508899999993
北坊,39.73759099999999,116.055747
北蜂窝路,39.90259770000001,116.32888630000002
北蜂窝路南口,39.898959,116.32907899999998
北岗洼,39.791675,116.19550700000002
北岗子,39.977939,116.53258499999993
北关闸,39.924623,116.66374999999994
北官厅,39.949202,116.430158
北海北门,39.933447,116.39054799999997
北河道口,40.041803,116.70635100000004
机械厂,39.749849,115.96391800000004
物资学院,39.927696,116.63921200000004
北科院,40.420967,116.01682800000003
北控,40.20041399999999,116.23477600000001
北潞园,39.736471,116.13097800000003
北马庄,39.951293,116.65725299999997
北欧小镇,39.956828,116.81383800000003
北上营,40.20685,117.11795400000005
北尚乐,39.541669,115.78999699999997
北神树,39.823014,116.54492299999993
北神树西口,39.823014,116.54492299999993
北石门村,39.64239,115.55138299999999
北石渠,40.082839,116.989913
北四位村,39.813556,116.06240200000002
北台下,40.376698,116.68312700000001
北太平路口西,39.903824,116.25640499999997
北桃园,40.03234399999999,116.72535399999992
北土城,39.976907,116.39422300000001
北纬路东口,39.883639,116.39656100000002
北务,40.071247,116.82892900000002
北下关,39.957601,116.33518500000002
北小街豁口,39.949746,116.42381
北小营,39.477015,116.70170299999995
北亚小区,40.129809,116.424036
北仪阁村,39.756664,116.73011799999995
北苑家园,40.04153,116.42823499999997
北寨,40.243055,117.20779400000004
北庄头,40.032498,116.75439499999993
碧海公园,39.812404,116.44440400000008
便民街东口,40.134876,116.657016
滨河南口,40.115789,116.67981499999996
滨河西里,39.750581,116.33809399999996
滨河苑,39.976547,117.07543099999998
滨阳里,40.383647,116.861625
冰窖口胡同西口,39.950945,116.37297999999998
采育东街,39.655935,116.63077999999996
采育桥头,39.654295,116.62212099999999
采育中街,39.655035,116.626443
彩各庄,40.279546,116.64028699999994
踩河,40.14479,116.24721
菜市口北,39.891063,116.37453499999992
蔡家洼,40.36353099999999,116.90783699999997
苍头,40.393229,116.75610600000005
曹各庄,39.980801,116.60616400000004
曹碾,40.142926,116.44912299999999
曹园村,39.859578,116.65999
曹庄,39.145837,117.09114399999999
