1,5022,0.01,51
1,2136,0.01,51
1,3948,0.01,62
1,3655,0.01,61
1,1955,0.01,54
2,5020,0.01,76
2,4042,0.01,76
3,3655,0.01,61
3,3948,0.01,61
4,5905,0.01,51
4,3726,0.01,51
5,942,0.01,50
5,1316,0.01,50
6,5286,0.01,50
6,5923,0.01,50
6,5408,0.01,51
7,5286,0.01,53
7,5921,0.01,53
8,5280,0.01,64
8,412,0.01,64
9,5280,0.01,54
9,97,0.01,54
9,3459,0.01,53
10,4276,0.01,60
10,402,0.01,60
11,1955,0.01,50
11,5799,0.01,50
12,5959,0.01,50
12,5327,0.01,50
13,5959,0.01,84
13,4241,0.01,84
13,2835,0.01,77
13,1831,0.01,80
14,5327,0.01,62
14,195,0.01,62
15,5328,0.01,61
15,5961,0.01,61
16,730,0.01,51
16,4210,0.01,51
16,4136,0.01,59
16,3726,0.01,85
16,5905,0.01,81
17,2891,0.01,56
17,5850,0.01,56
18,3099,0.01,52
18,4645,0.01,52
18,1437,0.01,79
18,6444,0.01,78
18,4800,0.01,58
19,1126,0.01,76
19,2276,0.01,76
20,1126,0.01,106
20,884,0.01,106
20,4005,0.01,79
20,5485,0.01,98
20,3957,0.01,98
20,4800,0.01,84
20,6444,0.01,68
21,230,0.01,56
21,1907,0.01,56
22,606,0.01,54
22,1420,0.01,54
22,533,0.01,50
23,6003,0.01,61
23,1426,0.01,61
23,6461,0.01,56
24,5289,0.01,53
24,5570,0.01,53
24,5569,0.01,64
24,5020,0.01,73
25,6524,0.01,57
25,435,0.01,57
25,434,0.01,69
26,6444,0.01,55
26,1437,0.01,55
27,6551,0.01,67
27,5155,0.01,67
28,6459,0.01,64
28,6532,0.01,64
29,6965,0.01,53
29,4032,0.01,53
29,4520,0.01,52
29,2394,0.01,54
29,6072,0.01,52
30,7195,0.01,50
30,5921,0.01,50
31,3122,0.01,58
31,4567,0.01,58
32,3123,0.01,74
32,4517,0.01,74
33,432,0.01,106
33,4374,0.01,106
34,434,0.01,50
34,3128,0.01,50
35,435,0.01,50
35,4333,0.01,50
36,3128,0.01,53
36,434,0.01,53
36,435,0.01,73
37,412,0.01,61
37,5280,0.01,61
38,3143,0.01,51
38,4759,0.01,51
39,6260,0.01,62
39,1910,0.01,62
39,2636,0.01,54
39,6965,0.01,76
39,1603,0.01,99
39,6456,0.01,88
39,5561,0.01,69
39,2766,0.01,71
39,6633,0.01,73
39,820,0.01,88
39,2033,0.01,96
40,4591,0.01,51
40,2362,0.01,51
41,5792,0.01,52
41,2091,0.01,52
42,1047,0.01,55
42,2005,0.01,55
43,3365,0.01,56
43,5954,0.01,56
44,5809,0.01,78
44,5569,0.01,78
44,5020,0.01,73
45,195,0.01,59
45,5327,0.01,59
45,5959,0.01,67
46,195,0.01,56
46,39,0.01,56
47,539,0.01,73
47,3626,0.01,73
48,6159,0.01,57
48,4722,0.01,57
49,4146,0.01,58
49,3808,0.01,58
49,3728,0.01,50
50,853,0.01,57
50,4801,0.01,57
51,3957,0.01,69
51,5485,0.01,69
52,4800,0.01,86
52,3957,0.01,86
53,1993,0.01,60
53,1684,0.01,60
54,5850,0.01,66
54,2891,0.01,66
54,3062,0.01,68
54,2051,0.01,77
54,2276,0.01,78
54,1126,0.01,96
55,5850,0.01,57
55,1997,0.01,57
55,2608,0.01,52
56,5853,0.01,64
56,2005,0.01,64
56,1047,0.01,51
57,2005,0.01,65
57,5853,0.01,65
58,5855,0.01,66
58,5849,0.01,66
58,1993,0.01,64
59,5976,0.01,50
59,6105,0.01,50
60,1627,0.01,50
60,1438,0.01,50
60,5416,0.01,59
61,1908,0.01,51
61,3626,0.01,51
61,539,0.01,105
61,1778,0.01,89
61,4596,0.01,69
61,1868,0.01,94
61,5736,0.01,78
61,700,0.01,69
61,4213,0.01,128
61,2954,0.01,115
61,3748,0.01,87
61,3410,0.01,104
61,976,0.01,99
61,730,0.01,68
61,5587,0.01,64
62,1197,0.01,51
62,887,0.01,51
63,3948,0.01,65
63,2136,0.01,65
64,2334,0.01,55
64,6551,0.01,55
65,2608,0.01,50
65,1997,0.01,50
66,4722,0.01,64
66,6159,0.01,64
66,5166,0.01,54
66,5165,0.01,56
66,4156,0.01,63
66,747,0.01,57
67,1539,0.01,51
67,5996,0.01,51
68,1907,0.01,57
68,1397,0.01,57
69,3459,0.01,52
69,97,0.01,52
70,5799,0.01,54
70,1955,0.01,54
70,3655,0.01,63
71,314,0.01,57
71,998,0.01,57
72,5508,0.01,50
72,1640,0.01,50
72,1645,0.01,75
72,3233,0.01,113
72,2128,0.01,54
72,2151,0.01,61
73,1890,0.01,50
73,1892,0.01,50
73,2617,0.01,54
74,1568,0.01,81
74,6105,0.01,81
75,4299,0.01,62
75,3034,0.01,62
76,2617,0.01,52
76,1892,0.01,52
77,1201,0.01,79
77,4869,0.01,79
77,4027,0.01,91
77,5416,0.01,86
77,1438,0.01,87
78,533,0.01,76
78,1420,0.01,76
79,2855,0.01,50
79,3728,0.01,50
80,1894,0.01,66
80,5049,0.01,66
80,6419,0.01,59
80,3457,0.01,52
80,3809,0.01,51
81,5049,0.01,50
81,1894,0.01,50
82,715,0.01,52
82,663,0.01,52
83,273,0.01,64
83,2723,0.01,64
83,1730,0.01,68
84,458,0.01,60
84,457,0.01,60
84,2078,0.01,58
84,5756,0.01,60
84,6561,0.01,60
84,4858,0.01,50
84,4220,0.01,59
84,1880,0.01,76
85,4374,0.01,65
85,432,0.01,65
85,3123,0.01,61
86,4374,0.01,91
86,4376,0.01,91
86,5839,0.01,64
86,5805,0.01,60
86,2377,0.01,70
86,5448,0.01,79
86,1802,0.01,68
86,3364,0.01,55
87,4376,0.01,51
87,2618,0.01,51
87,5839,0.01,56
87,5805,0.01,60
87,2377,0.01,70
87,5448,0.01,79
87,1802,0.01,68
87,3364,0.01,55
88,5660,0.01,50
88,6040,0.01,50
88,2728,0.01,56
89,3850,0.01,68
89,2372,0.01,68
89,1598,0.01,57
89,1599,0.01,62
89,4663,0.01,62
89,4280,0.01,50
90,5569,0.01,69
90,5809,0.01,69
90,6548,0.01,55
90,4868,0.01,67
91,5569,0.01,59
91,5570,0.01,59
92,1441,0.01,51
92,2985,0.01,51
92,2240,0.01,79
92,2412,0.01,104
92,1940,0.01,76
92,4262,0.01,105
92,121,0.01,87
92,120,0.01,54
92,487,0.01,57
92,119,0.01,54
92,1197,0.01,57
92,955,0.01,58
92,1338,0.01,84
92,2399,0.01,125
92,2678,0.01,127
92,3840,0.01,121
92,4345,0.01,87
92,5615,0.01,84
92,3906,0.01,64
93,2087,0.01,73
93,2091,0.01,73
93,5792,0.01,90
94,1397,0.01,52
94,4042,0.01,52
94,5020,0.01,71
94,5569,0.01,66
95,976,0.01,58
95,5335,0.01,58
96,5155,0.01,53
96,6551,0.01,53
96,2334,0.01,52
97,1778,0.01,61
97,539,0.01,61
98,3703,0.01,76
98,4333,0.01,76
99,4520,0.01,56
99,4032,0.01,56
100,4042,0.01,73
100,1397,0.01,73
100,1907,0.01,52
100,230,0.01,51
100,6446,0.01,58
101,1684,0.01,52
101,1993,0.01,52
101,5849,0.01,54
102,1684,0.01,61
102,6107,0.01,61
103,1684,0.01,69
103,1111,0.01,69
104,4517,0.01,67
104,3123,0.01,67
104,432,0.01,87
105,2598,0.01,59
105,2968,0.01,59
105,5335,0.01,63
105,976,0.01,73
105,730,0.01,68
105,5587,0.01,64
106,998,0.01,53
106,314,0.01,53
107,998,0.01,68
107,5376,0.01,68
107,577,0.01,64
107,1991,0.01,84
107,2949,0.01,58
107,1861,0.01,61
