11,2012-11-30 10:00:00,39.6118,115.763,1,39.61,115.76,39.6136,115.766
32,2012-11-30 10:00:00,39.6118,115.889,1,39.61,115.886,39.6136,115.892
34,2012-11-30 10:00:00,39.6118,115.901,1,39.61,115.898,39.6136,115.904
44,2012-11-30 10:00:00,39.6118,115.961,1,39.61,115.958,39.6136,115.964
114,2012-11-30 10:00:00,39.6118,116.381,1,39.61,116.378,39.6136,116.384
115,2012-11-30 10:00:00,39.6118,116.387,1,39.61,116.384,39.6136,116.39
244,2012-11-30 10:00:00,39.6154,115.961,1,39.6136,115.958,39.6172,115.964
256,2012-11-30 10:00:00,39.6154,116.033,1,39.6136,116.03,39.6172,116.036
284,2012-11-30 10:00:00,39.6154,116.201,1,39.6136,116.198,39.6172,116.204
326,2012-11-30 10:00:00,39.6154,116.453,1,39.6136,116.45,39.6172,116.456
327,2012-11-30 10:00:00,39.6154,116.459,1,39.6136,116.456,39.6172,116.462
331,2012-11-30 10:00:00,39.6154,116.483,1,39.6136,116.48,39.6172,116.486
332,2012-11-30 10:00:00,39.6154,116.489,1,39.6136,116.486,39.6172,116.492
339,2012-11-30 10:00:00,39.6154,116.531,1,39.6136,116.528,39.6172,116.534
355,2012-11-30 10:00:00,39.6154,116.627,1,39.6136,116.624,39.6172,116.63
450,2012-11-30 10:00:00,39.619,115.997,2,39.6172,115.994,39.6208,116
458,2012-11-30 10:00:00,39.619,116.045,1,39.6172,116.042,39.6208,116.048
464,2012-11-30 10:00:00,39.619,116.081,2,39.6172,116.078,39.6208,116.084
475,2012-11-30 10:00:00,39.619,116.147,5,39.6172,116.144,39.6208,116.15
559,2012-11-30 10:00:00,39.619,116.651,6,39.6172,116.648,39.6208,116.654
636,2012-11-30 10:00:00,39.6226,115.913,1,39.6208,115.91,39.6244,115.916
660,2012-11-30 10:00:00,39.6226,116.057,3,39.6208,116.054,39.6244,116.06
661,2012-11-30 10:00:00,39.6226,116.063,5,39.6208,116.06,39.6244,116.066
668,2012-11-30 10:00:00,39.6226,116.105,1,39.6208,116.102,39.6244,116.108
703,2012-11-30 10:00:00,39.6226,116.315,1,39.6208,116.312,39.6244,116.318
704,2012-11-30 10:00:00,39.6226,116.321,1,39.6208,116.318,39.6244,116.324
716,2012-11-30 10:00:00,39.6226,116.393,1,39.6208,116.39,39.6244,116.396
729,2012-11-30 10:00:00,39.6226,116.471,2,39.6208,116.468,39.6244,116.474
730,2012-11-30 10:00:00,39.6226,116.477,1,39.6208,116.474,39.6244,116.48
732,2012-11-30 10:00:00,39.6226,116.489,2,39.6208,116.486,39.6244,116.492
