11,2012-11-30 13:00:00,39.6118,115.763,1,39.61,115.76,39.6136,115.766
32,2012-11-30 13:00:00,39.6118,115.889,2,39.61,115.886,39.6136,115.892
34,2012-11-30 13:00:00,39.6118,115.901,1,39.61,115.898,39.6136,115.904
36,2012-11-30 13:00:00,39.6118,115.913,1,39.61,115.91,39.6136,115.916
44,2012-11-30 13:00:00,39.6118,115.961,1,39.61,115.958,39.6136,115.964
114,2012-11-30 13:00:00,39.6118,116.381,2,39.61,116.378,39.6136,116.384
244,2012-11-30 13:00:00,39.6154,115.961,1,39.6136,115.958,39.6172,115.964
284,2012-11-30 13:00:00,39.6154,116.201,1,39.6136,116.198,39.6172,116.204
327,2012-11-30 13:00:00,39.6154,116.459,1,39.6136,116.456,39.6172,116.462
339,2012-11-30 13:00:00,39.6154,116.531,1,39.6136,116.528,39.6172,116.534
355,2012-11-30 13:00:00,39.6154,116.627,1,39.6136,116.624,39.6172,116.63
450,2012-11-30 13:00:00,39.619,115.997,1,39.6172,115.994,39.6208,116
472,2012-11-30 13:00:00,39.619,116.129,1,39.6172,116.126,39.6208,116.132
475,2012-11-30 13:00:00,39.619,116.147,2,39.6172,116.144,39.6208,116.15
561,2012-11-30 13:00:00,39.619,116.663,2,39.6172,116.66,39.6208,116.666
660,2012-11-30 13:00:00,39.6226,116.057,6,39.6208,116.054,39.6244,116.06
668,2012-11-30 13:00:00,39.6226,116.105,1,39.6208,116.102,39.6244,116.108
716,2012-11-30 13:00:00,39.6226,116.393,1,39.6208,116.39,39.6244,116.396
831,2012-11-30 13:00:00,39.6262,115.883,1,39.6244,115.88,39.628,115.886
844,2012-11-30 13:00:00,39.6262,115.961,1,39.6244,115.958,39.628,115.964
1041,2012-11-30 13:00:00,39.6298,115.943,1,39.628,115.94,39.6316,115.946
1048,2012-11-30 13:00:00,39.6298,115.985,3,39.628,115.982,39.6316,115.988
1058,2012-11-30 13:00:00,39.6298,116.045,1,39.628,116.042,39.6316,116.048
1091,2012-11-30 13:00:00,39.6298,116.243,2,39.628,116.24,39.6316,116.246
1160,2012-11-30 13:00:00,39.6298,116.657,1,39.628,116.654,39.6316,116.66
1255,2012-11-30 13:00:00,39.6334,116.027,1,39.6316,116.024,39.6352,116.03
1357,2012-11-30 13:00:00,39.6334,116.639,1,39.6316,116.636,39.6352,116.642
1427,2012-11-30 13:00:00,39.637,115.859,1,39.6352,115.856,39.6388,115.862
1429,2012-11-30 13:00:00,39.637,115.871,1,39.6352,115.868,39.6388,115.874
1461,2012-11-30 13:00:00,39.637,116.063,1,39.6352,116.06,39.6388,116.066
1657,2012-11-30 13:00:00,39.6406,116.039,3,39.6388,116.036,39.6424,116.042
1661,2012-11-30 13:00:00,39.6406,116.063,1,39.6388,116.06,39.6424,116.066
1673,2012-11-30 13:00:00,39.6406,116.135,1,39.6388,116.132,39.6424,116.138
1704,2012-11-30 13:00:00,39.6406,116.321,1,39.6388,116.318,39.6424,116.324
1823,2012-11-30 13:00:00,39.6442,115.835,1,39.6424,115.832,39.646,115.838
1846,2012-11-30 13:00:00,39.6442,115.973,1,39.6424,115.97,39.646,115.976
1860,2012-11-30 13:00:00,39.6442,116.057,1,39.6424,116.054,39.646,116.06
1861,2012-11-30 13:00:00,39.6442,116.063,1,39.6424,116.06,39.646,116.066
1868,2012-11-30 13:00:00,39.6442,116.105,1,39.6424,116.102,39.646,116.108
1869,2012-11-30 13:00:00,39.6442,116.111,1,39.6424,116.108,39.646,116.114
1916,2012-11-30 13:00:00,39.6442,116.393,1,39.6424,116.39,39.646,116.396
1926,2012-11-30 13:00:00,39.6442,116.453,1,39.6424,116.45,39.646,116.456
1954,2012-11-30 13:00:00,39.6442,116.621,1,39.6424,116.618,39.646,116.624
2053,2012-11-30 13:00:00,39.6478,116.015,1,39.646,116.012,39.6496,116.018
2069,2012-11-30 13:00:00,39.6478,116.111,1,39.646,116.108,39.6496,116.114
2071,2012-11-30 13:00:00,39.6478,116.123,1,39.646,116.12,39.6496,116.126
2078,2012-11-30 13:00:00,39.6478,116.165,1,39.646,116.162,39.6496,116.168
