11,2012-11-30 14:00:00,39.6118,115.763,1,39.61,115.76,39.6136,115.766
32,2012-11-30 14:00:00,39.6118,115.889,2,39.61,115.886,39.6136,115.892
36,2012-11-30 14:00:00,39.6118,115.913,1,39.61,115.91,39.6136,115.916
44,2012-11-30 14:00:00,39.6118,115.961,1,39.61,115.958,39.6136,115.964
55,2012-11-30 14:00:00,39.6118,116.027,1,39.61,116.024,39.6136,116.03
62,2012-11-30 14:00:00,39.6118,116.069,1,39.61,116.066,39.6136,116.072
244,2012-11-30 14:00:00,39.6154,115.961,1,39.6136,115.958,39.6172,115.964
283,2012-11-30 14:00:00,39.6154,116.195,1,39.6136,116.192,39.6172,116.198
339,2012-11-30 14:00:00,39.6154,116.531,1,39.6136,116.528,39.6172,116.534
355,2012-11-30 14:00:00,39.6154,116.627,1,39.6136,116.624,39.6172,116.63
456,2012-11-30 14:00:00,39.619,116.033,2,39.6172,116.03,39.6208,116.036
475,2012-11-30 14:00:00,39.619,116.147,2,39.6172,116.144,39.6208,116.15
660,2012-11-30 14:00:00,39.6226,116.057,5,39.6208,116.054,39.6244,116.06
668,2012-11-30 14:00:00,39.6226,116.105,1,39.6208,116.102,39.6244,116.108
682,2012-11-30 14:00:00,39.6226,116.189,1,39.6208,116.186,39.6244,116.192
704,2012-11-30 14:00:00,39.6226,116.321,1,39.6208,116.318,39.6244,116.324
716,2012-11-30 14:00:00,39.6226,116.393,2,39.6208,116.39,39.6244,116.396
831,2012-11-30 14:00:00,39.6262,115.883,2,39.6244,115.88,39.628,115.886
844,2012-11-30 14:00:00,39.6262,115.961,2,39.6244,115.958,39.628,115.964
858,2012-11-30 14:00:00,39.6262,116.045,1,39.6244,116.042,39.628,116.048
916,2012-11-30 14:00:00,39.6262,116.393,1,39.6244,116.39,39.628,116.396
1041,2012-11-30 14:00:00,39.6298,115.943,1,39.628,115.94,39.6316,115.946
1048,2012-11-30 14:00:00,39.6298,115.985,1,39.628,115.982,39.6316,115.988
1058,2012-11-30 14:00:00,39.6298,116.045,1,39.628,116.042,39.6316,116.048
1091,2012-11-30 14:00:00,39.6298,116.243,2,39.628,116.24,39.6316,116.246
1159,2012-11-30 14:00:00,39.6298,116.651,8,39.628,116.648,39.6316,116.654
1160,2012-11-30 14:00:00,39.6298,116.657,1,39.628,116.654,39.6316,116.66
1255,2012-11-30 14:00:00,39.6334,116.027,1,39.6316,116.024,39.6352,116.03
1509,2012-11-30 14:00:00,39.637,116.351,1,39.6352,116.348,39.6388,116.354
1519,2012-11-30 14:00:00,39.637,116.411,1,39.6352,116.408,39.6388,116.414
1657,2012-11-30 14:00:00,39.6406,116.039,1,39.6388,116.036,39.6424,116.042
1661,2012-11-30 14:00:00,39.6406,116.063,1,39.6388,116.06,39.6424,116.066
1673,2012-11-30 14:00:00,39.6406,116.135,1,39.6388,116.132,39.6424,116.138
1704,2012-11-30 14:00:00,39.6406,116.321,1,39.6388,116.318,39.6424,116.324
